record_id,student_id,academic_year,term,school_id,level,class,record_date,academic_scores
7219,S2410814,2024/2025,Term 4,A07,10,10A BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 94,
""matematika"": 94,
""bahasa_inggris"": 95,
""IPA"": 93,
""fisika"": 93,
""kimia"": 89,
""biologi"": 96,
""IPS"": 97,
""sosiologi"": 84,
""ekonomi"": 90,
""geografi"": 73,
""pjok"": 83,
""informatika"": 95,
""seni_dan_prakarya"": 83
}"
7220,S2410815,2024/2025,Term 4,A07,10,10A BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 97,
""bahasa_indonesia"": 93,
""matematika"": 89,
""bahasa_inggris"": 98,
""IPA"": 91,
""fisika"": 77,
""kimia"": 79,
""biologi"": 96,
""IPS"": 97,
""sosiologi"": 80,
""ekonomi"": 86,
""geografi"": 76,
""pjok"": 95,
""informatika"": 94,
""seni_dan_prakarya"": 88
}"
7221,S2410816,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 92,
""matematika"": 94,
""bahasa_inggris"": 95,
""IPA"": 89,
""fisika"": 85,
""kimia"": 70,
""biologi"": 75,
""IPS"": 92,
""sosiologi"": 86,
""ekonomi"": 92,
""geografi"": 75,
""pjok"": 91,
""informatika"": 95,
""seni_dan_prakarya"": 94
}"
7222,S2410817,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 90,
""matematika"": 90,
""bahasa_inggris"": 88,
""IPA"": 83,
""fisika"": 74,
""kimia"": 84,
""biologi"": 85,
""IPS"": 87,
""sosiologi"": 79,
""ekonomi"": 84,
""geografi"": 71,
""pjok"": 88,
""informatika"": 89,
""seni_dan_prakarya"": 94
}"
7223,S2410818,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 98,
""bahasa_indonesia"": 94,
""matematika"": 97,
""bahasa_inggris"": 97,
""IPA"": 91,
""fisika"": 82,
""kimia"": 92,
""biologi"": 78,
""IPS"": 93,
""sosiologi"": 81,
""ekonomi"": 76,
""geografi"": 74,
""pjok"": 88,
""informatika"": 97,
""seni_dan_prakarya"": 91
}"
7224,S2410819,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 94,
""matematika"": 95,
""bahasa_inggris"": 96,
""IPA"": 92,
""fisika"": 78,
""kimia"": 96,
""biologi"": 73,
""IPS"": 96,
""sosiologi"": 79,
""ekonomi"": 70,
""geografi"": 79,
""pjok"": 93,
""informatika"": 96,
""seni_dan_prakarya"": 92
}"
7225,S2410820,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 94,
""matematika"": 97,
""bahasa_inggris"": 95,
""IPA"": 93,
""fisika"": 70,
""kimia"": 88,
""biologi"": 98,
""IPS"": 94,
""sosiologi"": 93,
""ekonomi"": 74,
""geografi"": 90,
""pjok"": 91,
""informatika"": 96,
""seni_dan_prakarya"": 93
}"
7226,S2410821,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 92,
""matematika"": 88,
""bahasa_inggris"": 83,
""IPA"": 86,
""fisika"": 84,
""kimia"": 73,
""biologi"": 85,
""IPS"": 82,
""sosiologi"": 87,
""ekonomi"": 85,
""geografi"": 76,
""pjok"": 94,
""informatika"": 86,
""seni_dan_prakarya"": 92
}"
7227,S2410822,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 92,
""matematika"": 85,
""bahasa_inggris"": 91,
""IPA"": 89,
""fisika"": 87,
""kimia"": 74,
""biologi"": 71,
""IPS"": 91,
""sosiologi"": 86,
""ekonomi"": 96,
""geografi"": 78,
""pjok"": 100,
""informatika"": 88,
""seni_dan_prakarya"": 90
}"
7228,S2410823,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 91,
""matematika"": 85,
""bahasa_inggris"": 94,
""IPA"": 88,
""fisika"": 87,
""kimia"": 93,
""biologi"": 83,
""IPS"": 95,
""sosiologi"": 91,
""ekonomi"": 76,
""geografi"": 84,
""pjok"": 90,
""informatika"": 90,
""seni_dan_prakarya"": 89
}"
7229,S2410824,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 91,
""matematika"": 86,
""bahasa_inggris"": 92,
""IPA"": 86,
""fisika"": 83,
""kimia"": 74,
""biologi"": 79,
""IPS"": 92,
""sosiologi"": 95,
""ekonomi"": 78,
""geografi"": 84,
""pjok"": 83,
""informatika"": 89,
""seni_dan_prakarya"": 90
}"
7230,S2410825,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 92,
""matematika"": 97,
""bahasa_inggris"": 93,
""IPA"": 88,
""fisika"": 70,
""kimia"": 74,
""biologi"": 83,
""IPS"": 92,
""sosiologi"": 92,
""ekonomi"": 71,
""geografi"": 93,
""pjok"": 92,
""informatika"": 95,
""seni_dan_prakarya"": 85
}"
7231,S2410826,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 91,
""matematika"": 94,
""bahasa_inggris"": 90,
""IPA"": 89,
""fisika"": 71,
""kimia"": 77,
""biologi"": 87,
""IPS"": 91,
""sosiologi"": 75,
""ekonomi"": 80,
""geografi"": 89,
""pjok"": 82,
""informatika"": 92,
""seni_dan_prakarya"": 85
}"
7232,S2410827,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 91,
""matematika"": 94,
""bahasa_inggris"": 94,
""IPA"": 87,
""fisika"": 89,
""kimia"": 81,
""biologi"": 75,
""IPS"": 94,
""sosiologi"": 95,
""ekonomi"": 85,
""geografi"": 97,
""pjok"": 94,
""informatika"": 94,
""seni_dan_prakarya"": 92
}"
7233,S2410828,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 93,
""matematika"": 93,
""bahasa_inggris"": 94,
""IPA"": 88,
""fisika"": 90,
""kimia"": 75,
""biologi"": 89,
""IPS"": 92,
""sosiologi"": 74,
""ekonomi"": 80,
""geografi"": 86,
""pjok"": 90,
""informatika"": 94,
""seni_dan_prakarya"": 88
}"
7234,S2410829,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 90,
""matematika"": 95,
""bahasa_inggris"": 90,
""IPA"": 89,
""fisika"": 80,
""kimia"": 90,
""biologi"": 83,
""IPS"": 87,
""sosiologi"": 91,
""ekonomi"": 86,
""geografi"": 70,
""pjok"": 97,
""informatika"": 93,
""seni_dan_prakarya"": 78
}"
7235,S2410830,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 91,
""matematika"": 90,
""bahasa_inggris"": 93,
""IPA"": 88,
""fisika"": 76,
""kimia"": 74,
""biologi"": 84,
""IPS"": 88,
""sosiologi"": 76,
""ekonomi"": 81,
""geografi"": 73,
""pjok"": 88,
""informatika"": 92,
""seni_dan_prakarya"": 80
}"
7236,S2410831,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 94,
""matematika"": 98,
""bahasa_inggris"": 98,
""IPA"": 95,
""fisika"": 77,
""kimia"": 86,
""biologi"": 72,
""IPS"": 99,
""sosiologi"": 83,
""ekonomi"": 86,
""geografi"": 98,
""pjok"": 94,
""informatika"": 98,
""seni_dan_prakarya"": 86
}"
7237,S2410832,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 94,
""matematika"": 89,
""bahasa_inggris"": 93,
""IPA"": 89,
""fisika"": 72,
""kimia"": 89,
""biologi"": 75,
""IPS"": 92,
""sosiologi"": 94,
""ekonomi"": 92,
""geografi"": 74,
""pjok"": 98,
""informatika"": 91,
""seni_dan_prakarya"": 96
}"
7238,S2410833,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 94,
""matematika"": 97,
""bahasa_inggris"": 93,
""IPA"": 91,
""fisika"": 81,
""kimia"": 81,
""biologi"": 91,
""IPS"": 93,
""sosiologi"": 86,
""ekonomi"": 97,
""geografi"": 73,
""pjok"": 92,
""informatika"": 95,
""seni_dan_prakarya"": 90
}"
7239,S2410834,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 94,
""matematika"": 95,
""bahasa_inggris"": 94,
""IPA"": 91,
""fisika"": 81,
""kimia"": 95,
""biologi"": 72,
""IPS"": 95,
""sosiologi"": 78,
""ekonomi"": 86,
""geografi"": 73,
""pjok"": 88,
""informatika"": 95,
""seni_dan_prakarya"": 94
}"
7240,S2410835,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 91,
""matematika"": 85,
""bahasa_inggris"": 89,
""IPA"": 87,
""fisika"": 83,
""kimia"": 81,
""biologi"": 90,
""IPS"": 95,
""sosiologi"": 81,
""ekonomi"": 90,
""geografi"": 73,
""pjok"": 96,
""informatika"": 87,
""seni_dan_prakarya"": 94
}"
7241,S2410836,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 94,
""matematika"": 99,
""bahasa_inggris"": 93,
""IPA"": 93,
""fisika"": 85,
""kimia"": 71,
""biologi"": 82,
""IPS"": 98,
""sosiologi"": 88,
""ekonomi"": 89,
""geografi"": 79,
""pjok"": 94,
""informatika"": 96,
""seni_dan_prakarya"": 93
}"
7242,S2410837,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 92,
""matematika"": 90,
""bahasa_inggris"": 95,
""IPA"": 86,
""fisika"": 78,
""kimia"": 86,
""biologi"": 75,
""IPS"": 92,
""sosiologi"": 90,
""ekonomi"": 79,
""geografi"": 78,
""pjok"": 91,
""informatika"": 93,
""seni_dan_prakarya"": 79
}"
7243,S2410838,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 94,
""matematika"": 98,
""bahasa_inggris"": 95,
""IPA"": 92,
""fisika"": 79,
""kimia"": 97,
""biologi"": 80,
""IPS"": 93,
""sosiologi"": 87,
""ekonomi"": 97,
""geografi"": 74,
""pjok"": 93,
""informatika"": 97,
""seni_dan_prakarya"": 90
}"
7244,S2410839,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 93,
""matematika"": 94,
""bahasa_inggris"": 84,
""IPA"": 86,
""fisika"": 88,
""kimia"": 74,
""biologi"": 71,
""IPS"": 94,
""sosiologi"": 86,
""ekonomi"": 75,
""geografi"": 85,
""pjok"": 83,
""informatika"": 89,
""seni_dan_prakarya"": 89
}"
7245,S2410840,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 91,
""matematika"": 90,
""bahasa_inggris"": 94,
""IPA"": 88,
""fisika"": 91,
""kimia"": 90,
""biologi"": 71,
""IPS"": 95,
""sosiologi"": 87,
""ekonomi"": 78,
""geografi"": 71,
""pjok"": 92,
""informatika"": 92,
""seni_dan_prakarya"": 94
}"
7246,S2410841,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 91,
""matematika"": 95,
""bahasa_inggris"": 92,
""IPA"": 89,
""fisika"": 86,
""kimia"": 71,
""biologi"": 85,
""IPS"": 92,
""sosiologi"": 78,
""ekonomi"": 89,
""geografi"": 74,
""pjok"": 91,
""informatika"": 94,
""seni_dan_prakarya"": 90
}"
7247,S2410842,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 94,
""matematika"": 95,
""bahasa_inggris"": 95,
""IPA"": 90,
""fisika"": 94,
""kimia"": 73,
""biologi"": 86,
""IPS"": 95,
""sosiologi"": 88,
""ekonomi"": 77,
""geografi"": 87,
""pjok"": 94,
""informatika"": 95,
""seni_dan_prakarya"": 91
}"
7248,S2410843,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 94,
""matematika"": 93,
""bahasa_inggris"": 95,
""IPA"": 91,
""fisika"": 86,
""kimia"": 70,
""biologi"": 83,
""IPS"": 96,
""sosiologi"": 94,
""ekonomi"": 71,
""geografi"": 76,
""pjok"": 89,
""informatika"": 94,
""seni_dan_prakarya"": 95
}"
7249,S2410844,2024/2025,Term 4,A07,10,10B BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 94,
""matematika"": 97,
""bahasa_inggris"": 96,
""IPA"": 91,
""fisika"": 74,
""kimia"": 81,
""biologi"": 81,
""IPS"": 99,
""sosiologi"": 87,
""ekonomi"": 74,
""geografi"": 88,
""pjok"": 87,
""informatika"": 97,
""seni_dan_prakarya"": 97
}"
7250,S2410845,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 94,
""matematika"": 95,
""bahasa_inggris"": 93,
""IPA"": 88,
""fisika"": 92,
""kimia"": 72,
""biologi"": 87,
""IPS"": 89,
""sosiologi"": 81,
""ekonomi"": 79,
""geografi"": 77,
""pjok"": 90,
""informatika"": 94,
""seni_dan_prakarya"": 94
}"
7251,S2410846,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 91,
""matematika"": 93,
""bahasa_inggris"": 95,
""IPA"": 87,
""fisika"": 75,
""kimia"": 81,
""biologi"": 84,
""IPS"": 92,
""sosiologi"": 73,
""ekonomi"": 71,
""geografi"": 89,
""pjok"": 93,
""informatika"": 94,
""seni_dan_prakarya"": 91
}"
7252,S2410847,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 94,
""matematika"": 98,
""bahasa_inggris"": 94,
""IPA"": 90,
""fisika"": 76,
""kimia"": 77,
""biologi"": 87,
""IPS"": 96,
""sosiologi"": 94,
""ekonomi"": 85,
""geografi"": 89,
""pjok"": 95,
""informatika"": 96,
""seni_dan_prakarya"": 90
}"
7253,S2410848,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 91,
""matematika"": 97,
""bahasa_inggris"": 94,
""IPA"": 89,
""fisika"": 93,
""kimia"": 80,
""biologi"": 81,
""IPS"": 94,
""sosiologi"": 70,
""ekonomi"": 80,
""geografi"": 77,
""pjok"": 93,
""informatika"": 96,
""seni_dan_prakarya"": 89
}"
7254,S2410849,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 88,
""matematika"": 94,
""bahasa_inggris"": 89,
""IPA"": 85,
""fisika"": 76,
""kimia"": 82,
""biologi"": 81,
""IPS"": 87,
""sosiologi"": 87,
""ekonomi"": 75,
""geografi"": 91,
""pjok"": 88,
""informatika"": 92,
""seni_dan_prakarya"": 89
}"
7255,S2410850,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 95,
""matematika"": 90,
""bahasa_inggris"": 93,
""IPA"": 86,
""fisika"": 75,
""kimia"": 89,
""biologi"": 87,
""IPS"": 90,
""sosiologi"": 70,
""ekonomi"": 94,
""geografi"": 81,
""pjok"": 82,
""informatika"": 92,
""seni_dan_prakarya"": 89
}"
7256,S2410851,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 92,
""matematika"": 93,
""bahasa_inggris"": 90,
""IPA"": 89,
""fisika"": 70,
""kimia"": 84,
""biologi"": 94,
""IPS"": 92,
""sosiologi"": 81,
""ekonomi"": 71,
""geografi"": 93,
""pjok"": 89,
""informatika"": 92,
""seni_dan_prakarya"": 91
}"
7257,S2410852,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 94,
""matematika"": 98,
""bahasa_inggris"": 90,
""IPA"": 89,
""fisika"": 80,
""kimia"": 77,
""biologi"": 94,
""IPS"": 90,
""sosiologi"": 75,
""ekonomi"": 89,
""geografi"": 72,
""pjok"": 88,
""informatika"": 94,
""seni_dan_prakarya"": 95
}"
7258,S2410853,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 92,
""matematika"": 98,
""bahasa_inggris"": 96,
""IPA"": 90,
""fisika"": 72,
""kimia"": 80,
""biologi"": 86,
""IPS"": 89,
""sosiologi"": 76,
""ekonomi"": 92,
""geografi"": 89,
""pjok"": 95,
""informatika"": 97,
""seni_dan_prakarya"": 94
}"
7259,S2410854,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 87,
""matematika"": 97,
""bahasa_inggris"": 90,
""IPA"": 84,
""fisika"": 74,
""kimia"": 82,
""biologi"": 86,
""IPS"": 95,
""sosiologi"": 81,
""ekonomi"": 77,
""geografi"": 95,
""pjok"": 96,
""informatika"": 94,
""seni_dan_prakarya"": 89
}"
7260,S2410855,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 91,
""matematika"": 93,
""bahasa_inggris"": 90,
""IPA"": 89,
""fisika"": 83,
""kimia"": 88,
""biologi"": 75,
""IPS"": 87,
""sosiologi"": 76,
""ekonomi"": 71,
""geografi"": 92,
""pjok"": 96,
""informatika"": 92,
""seni_dan_prakarya"": 86
}"
7261,S2410856,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 91,
""matematika"": 94,
""bahasa_inggris"": 90,
""IPA"": 88,
""fisika"": 74,
""kimia"": 90,
""biologi"": 72,
""IPS"": 90,
""sosiologi"": 88,
""ekonomi"": 81,
""geografi"": 70,
""pjok"": 89,
""informatika"": 92,
""seni_dan_prakarya"": 80
}"
7262,S2410857,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 83,
""matematika"": 90,
""bahasa_inggris"": 85,
""IPA"": 86,
""fisika"": 86,
""kimia"": 83,
""biologi"": 70,
""IPS"": 81,
""sosiologi"": 76,
""ekonomi"": 70,
""geografi"": 77,
""pjok"": 85,
""informatika"": 88,
""seni_dan_prakarya"": 88
}"
7263,S2410858,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 98,
""matematika"": 97,
""bahasa_inggris"": 96,
""IPA"": 93,
""fisika"": 71,
""kimia"": 89,
""biologi"": 78,
""IPS"": 93,
""sosiologi"": 77,
""ekonomi"": 96,
""geografi"": 72,
""pjok"": 93,
""informatika"": 97,
""seni_dan_prakarya"": 95
}"
7264,S2410859,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 91,
""matematika"": 95,
""bahasa_inggris"": 92,
""IPA"": 87,
""fisika"": 89,
""kimia"": 73,
""biologi"": 86,
""IPS"": 96,
""sosiologi"": 85,
""ekonomi"": 93,
""geografi"": 83,
""pjok"": 96,
""informatika"": 94,
""seni_dan_prakarya"": 91
}"
7265,S2410860,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 91,
""matematika"": 95,
""bahasa_inggris"": 95,
""IPA"": 90,
""fisika"": 79,
""kimia"": 92,
""biologi"": 83,
""IPS"": 96,
""sosiologi"": 88,
""ekonomi"": 79,
""geografi"": 73,
""pjok"": 87,
""informatika"": 95,
""seni_dan_prakarya"": 92
}"
7266,S2410861,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 100,
""matematika"": 94,
""bahasa_inggris"": 89,
""IPA"": 91,
""fisika"": 83,
""kimia"": 96,
""biologi"": 77,
""IPS"": 93,
""sosiologi"": 73,
""ekonomi"": 90,
""geografi"": 71,
""pjok"": 97,
""informatika"": 92,
""seni_dan_prakarya"": 96
}"
7267,S2410862,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 93,
""matematika"": 98,
""bahasa_inggris"": 93,
""IPA"": 90,
""fisika"": 95,
""kimia"": 94,
""biologi"": 81,
""IPS"": 95,
""sosiologi"": 84,
""ekonomi"": 71,
""geografi"": 91,
""pjok"": 89,
""informatika"": 96,
""seni_dan_prakarya"": 95
}"
7268,S2410863,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 95,
""matematika"": 98,
""bahasa_inggris"": 94,
""IPA"": 90,
""fisika"": 85,
""kimia"": 87,
""biologi"": 78,
""IPS"": 94,
""sosiologi"": 95,
""ekonomi"": 78,
""geografi"": 84,
""pjok"": 89,
""informatika"": 96,
""seni_dan_prakarya"": 91
}"
7269,S2410864,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 93,
""matematika"": 94,
""bahasa_inggris"": 87,
""IPA"": 86,
""fisika"": 88,
""kimia"": 78,
""biologi"": 76,
""IPS"": 89,
""sosiologi"": 88,
""ekonomi"": 91,
""geografi"": 86,
""pjok"": 92,
""informatika"": 91,
""seni_dan_prakarya"": 82
}"
7270,S2410865,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 91,
""matematika"": 97,
""bahasa_inggris"": 95,
""IPA"": 84,
""fisika"": 85,
""kimia"": 72,
""biologi"": 85,
""IPS"": 89,
""sosiologi"": 70,
""ekonomi"": 86,
""geografi"": 80,
""pjok"": 86,
""informatika"": 96,
""seni_dan_prakarya"": 94
}"
7271,S2410866,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 95,
""matematika"": 98,
""bahasa_inggris"": 96,
""IPA"": 93,
""fisika"": 96,
""kimia"": 85,
""biologi"": 82,
""IPS"": 97,
""sosiologi"": 71,
""ekonomi"": 76,
""geografi"": 86,
""pjok"": 98,
""informatika"": 97,
""seni_dan_prakarya"": 95
}"
7272,S2410867,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 93,
""matematika"": 98,
""bahasa_inggris"": 94,
""IPA"": 88,
""fisika"": 70,
""kimia"": 93,
""biologi"": 84,
""IPS"": 90,
""sosiologi"": 76,
""ekonomi"": 81,
""geografi"": 89,
""pjok"": 90,
""informatika"": 96,
""seni_dan_prakarya"": 95
}"
7273,S2410868,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 93,
""matematika"": 94,
""bahasa_inggris"": 93,
""IPA"": 87,
""fisika"": 89,
""kimia"": 75,
""biologi"": 70,
""IPS"": 92,
""sosiologi"": 73,
""ekonomi"": 81,
""geografi"": 92,
""pjok"": 99,
""informatika"": 94,
""seni_dan_prakarya"": 94
}"
7274,S2410869,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 93,
""matematika"": 90,
""bahasa_inggris"": 88,
""IPA"": 88,
""fisika"": 93,
""kimia"": 85,
""biologi"": 80,
""IPS"": 90,
""sosiologi"": 71,
""ekonomi"": 76,
""geografi"": 92,
""pjok"": 99,
""informatika"": 89,
""seni_dan_prakarya"": 89
}"
7275,S2410870,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 90,
""matematika"": 93,
""bahasa_inggris"": 89,
""IPA"": 85,
""fisika"": 71,
""kimia"": 79,
""biologi"": 87,
""IPS"": 83,
""sosiologi"": 75,
""ekonomi"": 85,
""geografi"": 84,
""pjok"": 93,
""informatika"": 91,
""seni_dan_prakarya"": 89
}"
7276,S2410871,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 93,
""matematika"": 90,
""bahasa_inggris"": 93,
""IPA"": 91,
""fisika"": 94,
""kimia"": 82,
""biologi"": 72,
""IPS"": 91,
""sosiologi"": 78,
""ekonomi"": 76,
""geografi"": 86,
""pjok"": 87,
""informatika"": 92,
""seni_dan_prakarya"": 91
}"
7277,S2410872,2024/2025,Term 4,A07,10,10C BIL,2025-07-25,"{
""pendidikan_agama"": 99,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 90,
""matematika"": 97,
""bahasa_inggris"": 96,
""IPA"": 92,
""fisika"": 87,
""kimia"": 84,
""biologi"": 94,
""IPS"": 97,
""sosiologi"": 80,
""ekonomi"": 89,
""geografi"": 78,
""pjok"": 97,
""informatika"": 97,
""seni_dan_prakarya"": 95
}"
